gene,observed_transmissibility,predicted_transmissibility_oof,n_amplified_cases,predicted_percentile,observed_percentile,residual,predicted_rank
EFEMP1,0.1,0.2328,120,0.1587,0.1665,-0.1328,5828
FN3KRP,0.0811,0.2328,111,0.1585,0.1348,-0.1517,5829
ANTXR1,0.4298,0.2328,121,0.1584,0.5822,0.197,5830
ANGPTL4,0.5696,0.2327,79,0.1582,0.7134,0.337,5831
CNDP1,0.0357,0.2326,56,0.1581,0.0596,-0.1969,5832
VCAM1,0.4844,0.2326,64,0.158,0.6367,0.2518,5833
PSME3,0.9346,0.2326,107,0.1578,0.9905,0.702,5834
RHCE,0.0645,0.2324,62,0.1577,0.1072,-0.1679,5835
ANK2,0.0,0.2324,50,0.1575,0.0058,-0.2324,5836
ARL8A,0.0979,0.2324,194,0.1574,0.1619,-0.1345,5837
CDCP1,0.8723,0.2324,47,0.1572,0.9638,0.6399,5838
EMILIN1,0.2435,0.2324,115,0.1571,0.3659,0.0111,5839
SDSL,0.1327,0.2322,98,0.1569,0.2133,-0.0996,5840
NBEAL1,0.1368,0.2322,95,0.1568,0.2184,-0.0954,5841
GSTP1,0.4444,0.2321,108,0.1567,0.5969,0.2123,5842
ADD2,0.0588,0.2319,119,0.1565,0.099,-0.1731,5843
WDR45B,0.5,0.2319,112,0.1564,0.6533,0.2681,5844
GIPC3,0.0811,0.2319,74,0.1562,0.1348,-0.1508,5845
PRKG1,0.0,0.2318,68,0.1561,0.0058,-0.2318,5846
MRPL37,0.1176,0.2318,68,0.1559,0.1919,-0.1141,5847
GPRIN3,0.0926,0.2318,54,0.1558,0.1545,-0.1392,5848
MRPL11,0.3431,0.2317,102,0.1556,0.4932,0.1114,5849
RPS6KA4,0.4651,0.2316,86,0.1555,0.6178,0.2335,5850
MRPL13,0.2303,0.2315,178,0.1554,0.3498,-0.0012,5851
A1BG,0.0202,0.2314,99,0.1552,0.031,-0.2112,5852
SLCO2A1,0.0469,0.2314,128,0.1551,0.0788,-0.1845,5853
DMTN,0.0345,0.2313,58,0.1549,0.0573,-0.1968,5854
CLYBL,0.1,0.2312,70,0.1548,0.1665,-0.1312,5855
MRPS18A,0.3832,0.2311,107,0.1546,0.5347,0.152,5856
PPT1,0.0674,0.2311,89,0.1545,0.1125,-0.1636,5857
QDPR,0.0,0.231,59,0.1543,0.0058,-0.231,5858
PRKCQ,0.131,0.2308,84,0.1542,0.2103,-0.0999,5859
HIST1H3A,0.2526,0.2308,95,0.1541,0.3798,0.0218,5860
LLGL1,0.1915,0.2308,47,0.1539,0.2945,-0.0393,5861
TBC1D2,0.3621,0.2306,58,0.1538,0.5123,0.1314,5862
RASGRP2,0.011,0.2306,91,0.1536,0.0156,-0.2196,5863
GIMAP7,0.0637,0.2306,204,0.1535,0.1059,-0.1669,5864
RCBTB2,0.125,0.2305,48,0.1533,0.2021,-0.1055,5865
SORCS2,0.1897,0.2304,58,0.1532,0.2922,-0.0408,5866
STARD13,0.0784,0.2304,51,0.153,0.1312,-0.152,5867
FTO,0.7021,0.2303,94,0.1529,0.833,0.4718,5868
AOX1,0.0,0.2303,98,0.1528,0.0058,-0.2303,5869
GCA,0.3365,0.23,104,0.1526,0.4854,0.1066,5870
ALDH4A1,0.1719,0.2299,64,0.1525,0.2693,-0.058,5871
PLSCR4,0.0325,0.2298,154,0.1523,0.0523,-0.1974,5872
C3,0.0548,0.2298,73,0.1522,0.092,-0.175,5873
AP1M1,0.1209,0.2297,91,0.152,0.1956,-0.1089,5874
RDH14,0.2051,0.2297,117,0.1519,0.3127,-0.0245,5875
ALOX5,0.1216,0.2296,74,0.1517,0.1967,-0.108,5876
MTFR1L,0.0,0.2294,61,0.1516,0.0058,-0.2294,5877
ARHGAP32,0.4247,0.2293,73,0.1515,0.5754,0.1954,5878
DNAL1,0.2619,0.2292,84,0.1513,0.3932,0.0327,5879
TSPAN9,0.0559,0.2291,143,0.1512,0.0933,-0.1732,5880
OAT,0.5469,0.2291,64,0.151,0.6922,0.3178,5881
COMMD10,0.0421,0.229,95,0.1509,0.0713,-0.1869,5882
AMZ2,0.4113,0.2289,124,0.1507,0.5627,0.1824,5883
ARHGEF17,0.0198,0.2289,101,0.1506,0.0295,-0.2091,5884
TTLL12,0.8621,0.2286,58,0.1504,0.9568,0.6334,5885
GSTZ1,0.3038,0.2285,79,0.1503,0.4519,0.0753,5886
CD248,0.08,0.2285,100,0.1502,0.133,-0.1485,5887
MAD1L1,0.7045,0.2284,220,0.15,0.8345,0.4761,5888
TPD52L1,0.434,0.2284,53,0.1499,0.5876,0.2056,5889
HTATIP2,0.8387,0.2283,62,0.1497,0.942,0.6104,5890
FBXO21,0.1327,0.2282,98,0.1496,0.2133,-0.0956,5891
ENTPD5,0.4286,0.2281,84,0.1494,0.5803,0.2005,5892
RTN1,0.0345,0.2281,87,0.1493,0.0573,-0.1936,5893
FYCO1,0.0435,0.228,46,0.1491,0.0736,-0.1846,5894
CYP7B1,0.2044,0.228,137,0.149,0.312,-0.0237,5895
GTPBP3,0.3723,0.228,94,0.1489,0.5237,0.1443,5896
CRISPLD2,0.0854,0.228,82,0.1487,0.1447,-0.1426,5897
PI16,0.0101,0.2278,99,0.1486,0.014,-0.2177,5898
ANK3,0.1912,0.2278,68,0.1484,0.2935,-0.0366,5899
MIF,0.6892,0.2277,74,0.1483,0.8216,0.4615,5900
ICAM1,0.369,0.2274,84,0.1481,0.5205,0.1416,5901
FMN1,0.102,0.2274,49,0.148,0.1692,-0.1253,5902
STON1,0.1167,0.2272,120,0.1478,0.1899,-0.1106,5903
ITGA2B,0.0459,0.2272,109,0.1477,0.0772,-0.1814,5904
MRPL2,0.4673,0.2272,107,0.1476,0.6194,0.2401,5905
PROCR,0.1091,0.227,165,0.1474,0.1781,-0.1179,5906
ACAA2,0.1091,0.227,55,0.1473,0.1781,-0.1179,5907
PLBD2,0.2143,0.2268,98,0.1471,0.3254,-0.0125,5908
CDC42EP1,0.1111,0.2267,54,0.147,0.1809,-0.1156,5909
TRIM2,0.3,0.2267,50,0.1468,0.4453,0.0733,5910
COX4I1,0.15,0.2266,80,0.1467,0.2405,-0.0766,5911
CAP2,0.0102,0.2265,98,0.1465,0.0143,-0.2163,5912
FGGY,0.1148,0.2264,61,0.1464,0.1868,-0.1116,5913
COX19,0.0762,0.2263,223,0.1463,0.1281,-0.1501,5914
DENND3,0.0678,0.2263,177,0.1461,0.1131,-0.1585,5915
REEP6,0.1948,0.2262,77,0.146,0.2992,-0.0314,5916
PLD3,0.1917,0.2261,120,0.1458,0.2953,-0.0344,5917
H1FX,0.127,0.2261,126,0.1457,0.205,-0.0991,5918
AKR7A3,0.1719,0.2261,64,0.1455,0.2693,-0.0542,5919
THSD7A,0.0177,0.2261,226,0.1454,0.0261,-0.2084,5920
INPP4B,0.3077,0.226,52,0.1452,0.4568,0.0816,5921
TMEM173,0.3333,0.226,117,0.1451,0.4822,0.1073,5922
NDUFS3,0.0,0.2259,63,0.145,0.0058,-0.2259,5923
RAB3IL1,0.05,0.2259,80,0.1448,0.0844,-0.1759,5924
BST1,0.082,0.2257,61,0.1447,0.1366,-0.1437,5925
TAOK1,0.4796,0.2256,98,0.1445,0.6324,0.254,5926
BIN1,0.0476,0.2256,105,0.1444,0.0798,-0.178,5927
MGST1,0.2074,0.2256,135,0.1442,0.3156,-0.0182,5928
SHKBP1,0.431,0.2255,116,0.1441,0.5836,0.2055,5929
TTPAL,0.3537,0.2253,147,0.144,0.502,0.1284,5930
ARPC5,0.254,0.2253,189,0.1438,0.3812,0.0286,5931
CXCL12,0.0263,0.2252,76,0.1437,0.0424,-0.1989,5932
RARRES2,0.098,0.2252,204,0.1435,0.1626,-0.1272,5933
DAD1,0.2366,0.2252,93,0.1434,0.3569,0.0114,5934
SMG9,0.7143,0.2251,98,0.1432,0.8443,0.4892,5935
LAMB2,0.0455,0.2251,44,0.1431,0.0767,-0.1797,5936
RCCD1,0.1831,0.225,71,0.1429,0.2856,-0.0419,5937
L2HGDH,0.2188,0.225,96,0.1428,0.3329,-0.0062,5938
MTURN,0.083,0.2249,229,0.1427,0.1385,-0.1419,5939
S100A12,0.2423,0.2248,194,0.1425,0.3643,0.0175,5940
PALD1,0.0735,0.2248,68,0.1424,0.1241,-0.1513,5941
TPD52,0.6291,0.2246,151,0.1422,0.7667,0.4046,5942
IFT80,0.2086,0.2245,163,0.1421,0.3172,-0.0159,5943
CNN3,0.2419,0.2244,62,0.1419,0.3634,0.0175,5944
SH3BP1,0.625,0.2242,56,0.1418,0.7627,0.4008,5945
ZBTB20,0.0796,0.2242,113,0.1416,0.1325,-0.1445,5946
COMMD7,0.0307,0.224,163,0.1415,0.0495,-0.1933,5947
RUFY2,0.3429,0.224,70,0.1414,0.4928,0.1189,5948
PSAP,0.2647,0.2239,68,0.1412,0.3976,0.0408,5949
PALMD,0.0152,0.2239,66,0.1411,0.0212,-0.2087,5950
IDO1,0.2414,0.2239,116,0.1409,0.3627,0.0175,5951
UQCRQ,0.1101,0.2237,109,0.1408,0.18,-0.1137,5952
NCS1,0.431,0.2237,58,0.1406,0.5836,0.2073,5953
ZFYVE9,0.0154,0.2236,65,0.1405,0.0216,-0.2083,5954
MRPL53,0.3193,0.2236,119,0.1403,0.4687,0.0958,5955
LIMS2,0.0094,0.2235,106,0.1402,0.0131,-0.214,5956
FCGRT,0.1739,0.2234,92,0.1401,0.273,-0.0495,5957
HMGN4,0.0108,0.2234,93,0.1399,0.0153,-0.2126,5958
FNBP1L,0.4068,0.2232,59,0.1398,0.5565,0.1835,5959
SMIM20,0.193,0.2232,57,0.1396,0.2972,-0.0303,5960
NEGR1,0.0339,0.223,59,0.1395,0.0561,-0.1891,5961
YOD1,0.0421,0.2229,190,0.1393,0.0713,-0.1808,5962
MRI1,0.4881,0.2228,84,0.1392,0.6412,0.2653,5963
PKLR,0.0251,0.2228,199,0.139,0.0406,-0.1977,5964
PTGES,0.4,0.2228,60,0.1389,0.5513,0.1772,5965
ALKBH4,0.4019,0.2226,214,0.1388,0.5527,0.1793,5966
CAMK4,0.0562,0.2226,89,0.1386,0.0938,-0.1664,5967
FBLN2,0.22,0.2225,50,0.1385,0.3339,-0.0025,5968
KIF16B,0.3285,0.2224,137,0.1383,0.4776,0.1061,5969
NADSYN1,0.6373,0.2223,102,0.1382,0.7745,0.415,5970
EIF4E3,0.0652,0.2223,46,0.138,0.1086,-0.1571,5971
RBMS2,0.1667,0.2221,120,0.1379,0.2633,-0.0554,5972
PPP6R1,0.3814,0.222,97,0.1377,0.5325,0.1595,5973
ALDH6A1,0.0952,0.2217,84,0.1376,0.1587,-0.1265,5974
FLOT2,0.2736,0.2216,106,0.1375,0.4095,0.0519,5975
FBXW2,0.0741,0.2215,54,0.1373,0.1249,-0.1474,5976
ENOSF1,0.0826,0.2215,109,0.1372,0.1379,-0.1389,5977
GABARAPL2,0.2581,0.2215,93,0.137,0.3877,0.0366,5978
TGFBI,0.4273,0.2214,110,0.1369,0.5783,0.2058,5979
CUEDC1,0.2281,0.2214,114,0.1367,0.3454,0.0066,5980
PM20D2,0.72,0.2214,50,0.1366,0.8477,0.4986,5981
PACS2,0.0941,0.2213,85,0.1364,0.1568,-0.1272,5982
WDFY1,0.2,0.2213,80,0.1363,0.3065,-0.0213,5983
MRPL24,0.215,0.2212,200,0.1362,0.3265,-0.0062,5984
MRPL18,0.3043,0.2212,46,0.136,0.4523,0.0831,5985
TOLLIP,0.0816,0.2212,49,0.1359,0.1356,-0.1396,5986
NEXN,0.0169,0.221,59,0.1357,0.0243,-0.2041,5987
TCEA3,0.55,0.221,60,0.1356,0.6951,0.329,5988
ANTXR2,0.0847,0.2209,59,0.1354,0.1427,-0.1361,5989
LRRC25,0.234,0.2207,94,0.1353,0.3548,0.0133,5990
DBNL,0.3756,0.2202,221,0.1351,0.5276,0.1553,5991
ACSF2,0.0569,0.2202,123,0.135,0.0952,-0.1633,5992
ALDH2,0.02,0.2202,100,0.1349,0.0303,-0.2002,5993
VPS13B,0.3647,0.2201,170,0.1347,0.5147,0.1446,5994
MADD,0.3594,0.2201,64,0.1346,0.5087,0.1393,5995
ACOT1,0.0476,0.22,84,0.1344,0.0798,-0.1724,5996
COQ3,0.0435,0.2199,46,0.1343,0.0736,-0.1764,5997
SOGA1,0.6776,0.2197,152,0.1341,0.8096,0.4579,5998
PTGS1,0.1,0.2197,60,0.134,0.1665,-0.1197,5999
PEX7,0.0392,0.2197,51,0.1338,0.0654,-0.1805,6000
ESAM,0.0423,0.2197,71,0.1337,0.0716,-0.1774,6001
HMCN1,0.2513,0.2196,187,0.1336,0.378,0.0317,6002
RABEPK,0.5645,0.2196,62,0.1334,0.7089,0.3449,6003
ASL,0.1644,0.2196,219,0.1333,0.2596,-0.0552,6004
STAT1,0.7129,0.2195,101,0.1331,0.8429,0.4934,6005
DSG2,0.8987,0.2194,79,0.133,0.9772,0.6793,6006
LIG4,0.4737,0.2194,76,0.1328,0.6264,0.2543,6007
COL6A3,0.1266,0.2193,79,0.1327,0.2038,-0.0927,6008
SPR,0.2017,0.2193,119,0.1325,0.3083,-0.0176,6009
PECAM1,0.0238,0.2192,126,0.1324,0.0378,-0.1954,6010
RDH11,0.1795,0.2192,78,0.1323,0.2803,-0.0397,6011
EHD4,0.0213,0.2192,47,0.1321,0.0331,-0.198,6012
FABP3,0.1231,0.2192,65,0.132,0.1992,-0.0961,6013
ATG7,0.2553,0.2192,47,0.1318,0.3841,0.0361,6014
NUDT16,0.1496,0.2188,127,0.1317,0.2397,-0.0692,6015
ACSL5,0.2333,0.2188,60,0.1315,0.3537,0.0145,6016
CLEC11A,0.4333,0.2188,90,0.1314,0.587,0.2145,6017
ENTPD1,0.0508,0.2188,59,0.1312,0.0865,-0.1679,6018
LZTFL1,0.087,0.2188,46,0.1311,0.1472,-0.1318,6019
SIGLEC1,0.1729,0.2188,133,0.131,0.2709,-0.0458,6020
RPS6KA5,0.3012,0.2187,83,0.1308,0.4482,0.0825,6021
CELSR1,0.4483,0.2187,58,0.1307,0.6014,0.2296,6022
ARHGAP25,0.1405,0.2186,121,0.1305,0.2241,-0.0781,6023
ENDOD1,0.3837,0.2186,86,0.1304,0.5362,0.1652,6024
GALM,0.1,0.2186,120,0.1302,0.1665,-0.1186,6025
HDHD3,0.2632,0.2185,57,0.1301,0.3947,0.0446,6026
SMYD3,0.3784,0.2185,185,0.1299,0.5296,0.1599,6027
HSDL1,0.494,0.2184,83,0.1298,0.6478,0.2755,6028
IL1RAP,0.5783,0.2184,166,0.1297,0.7195,0.3599,6029
EFNA1,0.455,0.2183,200,0.1295,0.6089,0.2367,6030
PLTP,0.4218,0.2183,147,0.1294,0.5726,0.2034,6031
RHOB,0.4513,0.2182,113,0.1292,0.6043,0.2331,6032
TRAPPC4,0.0714,0.2182,70,0.1291,0.1193,-0.1467,6033
PLEKHG2,0.6316,0.2181,133,0.1289,0.7692,0.4135,6034
GAA,0.2212,0.2181,113,0.1288,0.3352,0.0032,6035
RAB34,0.6571,0.2179,105,0.1286,0.7926,0.4393,6036
PLIN4,0.027,0.2178,74,0.1285,0.0437,-0.1908,6037
MRPS17,0.1622,0.2176,222,0.1284,0.2558,-0.0555,6038
DDAH1,0.1,0.2175,60,0.1282,0.1665,-0.1175,6039
ITPR3,0.5361,0.2173,97,0.1281,0.6823,0.3187,6040
TRAPPC10,0.0597,0.2172,67,0.1279,0.1009,-0.1575,6041
SGTB,0.2143,0.217,84,0.1278,0.3254,-0.0027,6042
MFAP4,0.1091,0.2169,55,0.1276,0.1781,-0.1078,6043
DCXR,0.0263,0.2168,114,0.1275,0.0424,-0.1904,6044
HSPB6,0.0242,0.2165,124,0.1273,0.0394,-0.1923,6045
TMEM263,0.6931,0.2165,101,0.1272,0.8253,0.4766,6046
HOPX,0.0759,0.2164,79,0.1271,0.1278,-0.1404,6047
OXCT1,0.2796,0.2162,186,0.1269,0.4174,0.0634,6048
OSCP1,0.1429,0.2161,77,0.1268,0.2276,-0.0733,6049
KHDRBS3,0.3526,0.2161,173,0.1266,0.5009,0.1365,6050
MMAA,0.2115,0.2159,52,0.1265,0.3226,-0.0044,6051
ZFP64,0.5033,0.2158,153,0.1263,0.6567,0.2874,6052
ALDH1A3,0.3158,0.2156,76,0.1262,0.4648,0.1002,6053
ALDH1A1,0.1333,0.2156,60,0.126,0.214,-0.0823,6054
CACUL1,0.8095,0.2155,63,0.1259,0.9169,0.594,6055
KRT17,0.5045,0.2155,111,0.1258,0.6575,0.289,6056
MZT2B,0.1584,0.2153,101,0.1256,0.2502,-0.0569,6057
LIMD1,0.0213,0.2152,47,0.1255,0.0331,-0.194,6058
SBSPON,0.0141,0.2152,142,0.1253,0.0197,-0.2011,6059
PECR,0.0964,0.2152,83,0.1252,0.1606,-0.1188,6060
ARHGAP15,0.2525,0.2151,99,0.125,0.3796,0.0374,6061
AHNAK2,0.6905,0.2151,84,0.1249,0.823,0.4754,6062
ITGB4,0.6129,0.2151,124,0.1247,0.7521,0.3978,6063
CD163,0.2721,0.2151,136,0.1246,0.408,0.057,6064
SPIRE1,0.1735,0.215,98,0.1245,0.2723,-0.0415,6065
VNN1,0.0962,0.215,52,0.1243,0.16,-0.1188,6066
SERPINB9,0.1236,0.2149,89,0.1242,0.2001,-0.0913,6067
KANK3,0.038,0.2147,79,0.124,0.0633,-0.1768,6068
POTEJ,0.0392,0.2146,102,0.1239,0.0654,-0.1754,6069
SARDH,0.0189,0.2146,53,0.1237,0.0284,-0.1957,6070
HSPA2,0.1375,0.2145,80,0.1236,0.2191,-0.077,6071
CD34,0.0106,0.2145,189,0.1234,0.0148,-0.2039,6072
CBX8,0.8214,0.2144,112,0.1233,0.9267,0.607,6073
MAT2B,0.5317,0.2144,126,0.1232,0.6774,0.3173,6074
LCP2,0.5276,0.2144,127,0.123,0.6744,0.3132,6075
COQ6,0.0714,0.2144,84,0.1229,0.1193,-0.1429,6076
ARPC1B,0.3773,0.2142,220,0.1227,0.529,0.1631,6077
HSDL2,0.0182,0.214,55,0.1226,0.0271,-0.1958,6078
RALGAPA2,0.169,0.214,142,0.1224,0.2661,-0.045,6079
PSMD5,0.3519,0.214,54,0.1223,0.5004,0.1379,6080
NKIRAS1,0.0851,0.2139,47,0.1221,0.1439,-0.1288,6081
GSN,0.0893,0.2139,56,0.122,0.1504,-0.1246,6082
WDR6,0.4286,0.2138,42,0.1219,0.5803,0.2148,6083
DENND5A,0.0339,0.2138,59,0.1217,0.0561,-0.1799,6084
SERPINA5,0.0,0.2136,83,0.1216,0.0058,-0.2136,6085
PDE4D,0.1786,0.2135,84,0.1214,0.2792,-0.0349,6086
NCAM1,0.1739,0.2134,69,0.1213,0.273,-0.0395,6087
NAAA,0.1094,0.2134,64,0.1211,0.1793,-0.104,6088
SAT2,0.0714,0.2132,42,0.121,0.1193,-0.1418,6089
LIPA,0.1864,0.2132,59,0.1208,0.2891,-0.0267,6090
BPHL,0.3371,0.2131,89,0.1207,0.4861,0.124,6091
GPX7,0.8462,0.213,65,0.1206,0.9472,0.6332,6092
C2,0.0707,0.2128,99,0.1204,0.1177,-0.1421,6093
NTPCR,0.3892,0.2127,185,0.1203,0.5417,0.1764,6094
DCTD,0.54,0.2126,50,0.1201,0.6863,0.3274,6095
MICALL2,0.6216,0.2126,222,0.12,0.7593,0.409,6096
CCNY,0.1529,0.2125,85,0.1198,0.2447,-0.0596,6097
NQO2,0.0337,0.2125,89,0.1197,0.0554,-0.1788,6098
NDUFA7,0.0,0.2124,79,0.1195,0.0058,-0.2124,6099
APOB,0.0,0.2123,113,0.1194,0.0058,-0.2123,6100
SPRYD3,0.1339,0.2122,112,0.1193,0.2144,-0.0782,6101
LUM,0.0769,0.2122,104,0.1191,0.1291,-0.1352,6102
KBTBD2,0.3833,0.212,227,0.119,0.5352,0.1712,6103
HEBP1,0.0227,0.212,132,0.1188,0.0359,-0.1892,6104
PTGR2,0.2976,0.2118,84,0.1187,0.4423,0.0858,6105
CD200,0.045,0.2118,111,0.1185,0.0762,-0.1667,6106
NHEJ1,0.0617,0.2116,81,0.1184,0.1035,-0.1498,6107
MRPL3,0.2992,0.2114,127,0.1183,0.4444,0.0878,6108
PCYOX1L,0.281,0.2113,121,0.1181,0.4204,0.0697,6109
CUL7,0.3832,0.2112,107,0.118,0.5347,0.172,6110
CEP41,0.466,0.211,206,0.1178,0.6185,0.2551,6111
LYZ,0.0949,0.2109,137,0.1177,0.158,-0.1161,6112
MCC,0.2283,0.2108,92,0.1175,0.3459,0.0174,6113
PPP1R9A,0.0897,0.2108,223,0.1174,0.1512,-0.1211,6114
IGFBP5,0.3494,0.2107,83,0.1172,0.4978,0.1387,6115
RIN1,0.41,0.2106,100,0.1171,0.5617,0.1994,6116
ITGAX,0.2407,0.2105,108,0.117,0.3616,0.0303,6117
ZNF460,0.6842,0.2104,95,0.1168,0.8159,0.4738,6118
ALDH1L2,0.3564,0.2101,101,0.1167,0.5055,0.1464,6119
LCN2,0.2295,0.21,61,0.1165,0.3484,0.0195,6120
SUCLG2,0.0698,0.21,43,0.1164,0.1162,-0.1402,6121
ERC1,0.2847,0.2099,144,0.1162,0.4254,0.0749,6122
SFXN2,0.2241,0.2098,58,0.1161,0.3382,0.0144,6123
ACADVL,0.25,0.2098,44,0.1159,0.3758,0.0402,6124
LTBP2,0.1325,0.2097,83,0.1158,0.2126,-0.0771,6125
ACP6,0.2113,0.2095,194,0.1157,0.3221,0.0018,6126
SIAE,0.1714,0.2094,70,0.1155,0.2686,-0.038,6127
ACOX2,0.0238,0.2093,42,0.1154,0.0378,-0.1855,6128
WDR37,0.1558,0.2092,77,0.1152,0.2478,-0.0534,6129
ACAD10,0.27,0.2092,100,0.1151,0.405,0.0608,6130
HK3,0.3053,0.2091,131,0.1149,0.4543,0.0962,6131
ALOX5AP,0.1111,0.2089,54,0.1148,0.1809,-0.0978,6132
CYP1B1,0.322,0.2089,118,0.1146,0.4707,0.1131,6133
ADIPOQ,0.0351,0.2089,171,0.1145,0.058,-0.1738,6134
PTPRF,0.4235,0.2089,85,0.1144,0.5742,0.2147,6135
NOVA2,0.0769,0.2087,91,0.1142,0.1291,-0.1318,6136
CHCHD7,0.0821,0.2087,134,0.1141,0.1367,-0.1266,6137
TUBB2A,0.2386,0.2087,88,0.1139,0.3596,0.03,6138
NPNT,0.0638,0.2086,47,0.1138,0.1064,-0.1448,6139
ZER1,0.1311,0.2086,61,0.1136,0.2107,-0.0774,6140
ABLIM3,0.124,0.2085,121,0.1135,0.2011,-0.0845,6141
HIST1H1C,0.0211,0.2084,95,0.1133,0.0324,-0.1874,6142
CPN2,0.0119,0.2083,168,0.1132,0.017,-0.1964,6143
FMNL3,0.1171,0.2083,111,0.1131,0.191,-0.0912,6144
MYL9,0.0464,0.2082,151,0.1129,0.078,-0.1619,6145
IFT122,0.0159,0.2082,126,0.1128,0.0222,-0.1923,6146
NBEAL2,0.3864,0.2081,44,0.1126,0.5386,0.1783,6147
HDHD2,0.0339,0.2081,59,0.1125,0.0561,-0.1742,6148
PRPSAP1,0.3884,0.208,121,0.1123,0.5411,0.1804,6149
CPN1,0.0175,0.208,57,0.1122,0.0256,-0.1905,6150
DAPK3,0.1486,0.208,74,0.112,0.2381,-0.0594,6151
NSMAF,0.2815,0.208,135,0.1119,0.4213,0.0735,6152
KLHL26,0.2268,0.2079,97,0.1118,0.3426,0.0189,6153
ITPRIP,0.2182,0.2079,55,0.1116,0.3314,0.0103,6154
EVPL,0.0672,0.2078,119,0.1115,0.112,-0.1406,6155
KCTD14,0.1474,0.2078,95,0.1113,0.2353,-0.0604,6156
PRELP,0.0561,0.2076,196,0.1112,0.0936,-0.1514,6157
ARAP3,0.1624,0.2074,117,0.111,0.2564,-0.045,6158
BDH2,0.0638,0.2074,47,0.1109,0.1064,-0.1436,6159
GPD2,0.534,0.2074,103,0.1107,0.6798,0.3266,6160
CDH13,0.0723,0.2073,83,0.1106,0.122,-0.135,6161
ENO3,0.0238,0.2072,42,0.1105,0.0378,-0.1834,6162
TUBB3,0.8171,0.2072,82,0.1103,0.9232,0.6099,6163
ISOC2,0.1458,0.207,96,0.1102,0.2333,-0.0612,6164
STARD10,0.1275,0.2069,102,0.11,0.2061,-0.0795,6165
VPS39,0.14,0.2068,50,0.1099,0.2233,-0.0668,6166
PRTFDC1,0.6471,0.2068,85,0.1097,0.7839,0.4402,6167
RASSF2,0.2239,0.2068,134,0.1096,0.3379,0.0171,6168
FTL,0.0674,0.2066,89,0.1094,0.1125,-0.1392,6169
TMOD1,0.0172,0.2064,58,0.1093,0.0248,-0.1892,6170
FOXP1,0.2,0.2064,45,0.1092,0.3065,-0.0064,6171
KIF1C,0.0238,0.2063,42,0.109,0.0378,-0.1825,6172
DGUOK,0.2066,0.2062,121,0.1089,0.3144,0.0004,6173
HIBADH,0.1135,0.2061,229,0.1087,0.1851,-0.0926,6174
TMED3,0.8689,0.2061,61,0.1086,0.9614,0.6628,6175
PTRHD1,0.2807,0.206,114,0.1084,0.4196,0.0747,6176
NMRK1,0.1311,0.206,61,0.1083,0.2107,-0.0748,6177
IGFALS,0.0297,0.2059,101,0.1081,0.0476,-0.1762,6178
RAB3IP,0.3731,0.2058,134,0.108,0.5245,0.1673,6179
SNX5,0.0147,0.2058,136,0.1079,0.0202,-0.1911,6180
LZTS3,0.1729,0.2057,133,0.1077,0.2709,-0.0328,6181
RDH13,0.3646,0.2057,96,0.1076,0.5146,0.1589,6182
SEMA4D,0.2712,0.2057,59,0.1074,0.4067,0.0655,6183
PFKL,0.5873,0.2056,63,0.1073,0.7287,0.3817,6184
CALD1,0.1214,0.2056,206,0.1071,0.1965,-0.0842,6185
CTSL,0.1053,0.2056,57,0.107,0.1722,-0.1003,6186
GCHFR,0.0851,0.2055,47,0.1068,0.1439,-0.1204,6187
S100A4,0.0667,0.2055,195,0.1067,0.1112,-0.1388,6188
NFATC4,0.2771,0.2053,83,0.1066,0.4142,0.0718,6189
STX3,0.1013,0.2052,79,0.1064,0.1682,-0.1039,6190
IDNK,0.05,0.2049,60,0.1063,0.0844,-0.1549,6191
MX1,0.5672,0.2048,67,0.1061,0.7109,0.3624,6192
IVD,0.0217,0.2046,46,0.106,0.0343,-0.1828,6193
TRAPPC6B,0.1143,0.2045,105,0.1058,0.1862,-0.0902,6194
FBP1,0.0345,0.2044,58,0.1057,0.0573,-0.1699,6195
C5,0.0179,0.2043,56,0.1055,0.0264,-0.1864,6196
FAM136A,0.3866,0.2042,119,0.1054,0.5389,0.1823,6197
SORBS3,0.0,0.2041,59,0.1053,0.0058,-0.2041,6198
CFD,0.0263,0.204,76,0.1051,0.0424,-0.1777,6199
FSTL1,0.6303,0.204,119,0.105,0.7675,0.4262,6200
MYO5C,0.0755,0.2038,53,0.1048,0.1268,-0.1284,6201
MRPL35,0.4915,0.2038,118,0.1047,0.646,0.2877,6202
MX2,0.6716,0.2038,67,0.1045,0.8046,0.4679,6203
TUBB6,0.2323,0.2036,99,0.1044,0.3521,0.0287,6204
ATPAF1,0.2949,0.2035,78,0.1042,0.4391,0.0914,6205
SNCG,0.0833,0.2032,60,0.1041,0.1395,-0.1199,6206
SRGAP2,0.3421,0.2031,190,0.104,0.4921,0.139,6207
NDRG1,0.6875,0.203,176,0.1038,0.8199,0.4845,6208
MYO1D,0.0808,0.203,99,0.1037,0.1341,-0.1222,6209
TCAF2,0.4069,0.2029,204,0.1035,0.5567,0.204,6210
FHL5,0.0435,0.2028,46,0.1034,0.0736,-0.1593,6211
ITGAL,0.1786,0.2028,112,0.1032,0.2792,-0.0242,6212
PGPEP1,0.2581,0.2026,93,0.1031,0.3877,0.0555,6213
MMRN1,0.0926,0.2024,54,0.1029,0.1545,-0.1098,6214
